track_id,song_id,artist_id,artist_name,song_title,genre,top1_genre_dot,top2_genre_dot,top3_genre_dot
TRVYEUW128F148C08D,SOFCCWD12AF72A6BC0,ARXPPEY1187FB51DF4,Michael Jackson,All The Things You Are,blues,r&b/soul,hip hop,electronic
TRCXKPC128F92FD04C,SOEFNXT12AB017E829,ARZENOX1187B98A645,John Mayer,Vultures,blues,hip hop,r&b/soul,r&b/soul
TRMMALW128F92FD049,SOVUCRS12A58A7D207,ARZENOX1187B98A645,John Mayer,Out Of My Mind,blues,r&b/soul,hip hop,hip hop
TRJWAJC128F9327C4F,SORMDVX12AB01816AA,ARLMXEA1187B9A7D04,R. Kelly,Hump Bounce,blues,r&b/soul,hip hop,r&b/soul
TRPEBTH128F9327C4D,SOYTJAC12AF729F49D,ARLMXEA1187B9A7D04,R. Kelly,Intro - The Sermon,blues,r&b/soul,hip hop,hip hop
TRNWHUD128F932E304,SOXUKQZ12AB01860EE,ARXPPEY1187FB51DF4,Michael Jackson,Call On Me,blues,r&b/soul,hip hop,hip hop
TRFGGSX128F427A723,SOIBZAN12D02191BAF,ARS8GNX1187B9B5141,The Black Keys,Oceans and Streams,blues,r&b/soul,hip hop,hip hop
TRPTCMZ128F9340B09,SOLKOOO12AB018794A,ARS8GNX1187B9B5141,The Black Keys,10 A.M. Automatic,blues,r&b/soul,hip hop,pop
TRVKLGW12903CB4523,SOZCSPA12AB0185672,ARS8GNX1187B9B5141,The Black Keys,Aeroplane Blues,blues,r&b/soul,hip hop,r&b/soul
TRFBNZN128F9340B0E,SONGYFE12AB018562D,ARS8GNX1187B9B5141,The Black Keys,All Hands Against His Own,blues,r&b/soul,hip hop,pop
TRBYDKJ12903CA9D33,SOTXSMC12AB0182217,ARS8GNX1187B9B5141,The Black Keys,Black Door,blues,r&b/soul,r&b/soul,r&b/soul
TRWJKJK128F9338FEF,SOIFDQD12AB01822F5,ARS8GNX1187B9B5141,The Black Keys,Busted,blues,r&b/soul,hip hop,r&b/soul
TRUULBP12903CA9D23,SORMOIW12AB01887F0,ARS8GNX1187B9B5141,The Black Keys,Give Your Heart Away,blues,r&b/soul,pop,hip hop
TRYYJHJ128F9340B19,SOKGVJH12A58A77920,ARS8GNX1187B9B5141,The Black Keys,Grown So Ugly,blues,r&b/soul,hip hop,hip hop
TRHHJCL12903CB44B7,SOFRWHG12A58A7DF46,ARS8GNX1187B9B5141,The Black Keys,Hard Row,blues,r&b/soul,hip hop,pop
TRWZXDS128F427A71B,SOAJJDS12A8C13A3FB,ARS8GNX1187B9B5141,The Black Keys,I Got Mine,blues,r&b/soul,hip hop,r&b/soul
TRZDLWE12903CB44DE,SOURIRH12A58A7B408,ARS8GNX1187B9B5141,The Black Keys,If You See Me,blues,hip hop,r&b/soul,r&b/soul
TRNZQVO128F427A71E,SOIQUSV12A8C13A402,ARS8GNX1187B9B5141,The Black Keys,Lies,blues,r&b/soul,hip hop,hip hop
TRAECHJ12903CC36DA,SOCQQSU12AB0185BF4,ARS8GNX1187B9B5141,The Black Keys,Next Girl,blues,hip hop,electronic,hip hop
TRRVSIN128F9338FD5,SOSICNK12AB01876BB,ARS8GNX1187B9B5141,The Black Keys,No Fun,blues,latin,pop,blues
TRYMMVG128F9340B1B,SOHKBXW12AB0185660,ARS8GNX1187B9B5141,The Black Keys,Stack Shot Billy,blues,r&b/soul,hip hop,hip hop
TRKSEEY12903CCD312,SOTEPSZ12AB018C99D,ARS8GNX1187B9B5141,The Black Keys,Ten Cent Pistol,blues,pop,hip hop,r&b/soul
TRFOGQC12903CA9D2E,SOTDIMP12AB01821E8,ARS8GNX1187B9B5141,The Black Keys,The Flame,blues,r&b/soul,hip hop,hip hop
TREVCQU12903CCD318,SOGECRB12AB018C9AB,ARS8GNX1187B9B5141,The Black Keys,These Days,blues,r&b/soul,hip hop,r&b/soul
TRFLJNE12903CB44F1,SOBJBEU12AF729D526,ARS8GNX1187B9B5141,The Black Keys,When The Lights Go Out,blues,r&b/soul,hip hop,r&b/soul
TRQNNKX12903CB44CA,SOCULJG12A8AE4714D,ARS8GNX1187B9B5141,The Black Keys,Have Love Will Travel,blues,r&b/soul,r&b/soul,hip hop
TRKNKGC128F42A746A,SOUZEJD12D021B5336,AR20CFC1187B98A25D,Ray Charles,C.C. Rider,blues,r&b/soul,hip hop,hip hop
TRWEHQE128F935A2D6,SOKQSDH12AB0188B1A,AR20CFC1187B98A25D,Ray Charles,I Got a Woman,blues,hip hop,r&b/soul,hip hop
TRPMJOK128F92F317A,SOQWJXH12AAF3B5B0F,AR20CFC1187B98A25D,Ray Charles,The Sun's Gonna Shine Again,blues,r&b/soul,hip hop,hip hop
TRGXECP12903CDDC43,SOCLEEQ12D021B23E0,AR20CFC1187B98A25D,Ray Charles,Losing Hand,blues,r&b/soul,hip hop,r&b/soul
TREQYGT128E07859FA,SOZOJBP12A6701E425,ARV9LSS1187B98C471,Blake Shelton,Nobody But Me (Album Version),blues,r&b/soul,hip hop,r&b/soul
TROFEVE12903CD8AAA,SONQLUB12D02199FCD,AR66H0N1187B9AE91E,Etta James,A Sunday Kind of Love,blues,r&b/soul,hip hop,hip hop
TRCFPJF128F428A872,SOKCCML12D021B0FC6,AR66H0N1187B9AE91E,Etta James,I Just Want To Make Love To You,blues,r&b/soul,hip hop,r&b/soul
TRBFTHL128C7196B42,SODJRCC12D02192374,AR66H0N1187B9AE91E,Etta James,My Dearest Darling,blues,r&b/soul,hip hop,hip hop
TRFEGGQ128E07898AA,SOMPSXS12D021B12D7,AR66H0N1187B9AE91E,Etta James,W.O.M.A.N.,blues,r&b/soul,punk,hip hop
TRDDDDX128E0793212,SOIOOIR12A58A7EBB8,ARLAUED1187B9ACEAF,Eric Clapton,Alberta,blues,r&b/soul,hip hop,hip hop
TRWBAGY128F93034BF,SOXIVQT12AB0181061,ARLAUED1187B9ACEAF,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,r&b/soul,hip hop,hip hop
TRLWIBC128E0792E2C,SORMUAO12A6D4F9262,ARLAUED1187B9ACEAF,Eric Clapton,Early In The Morning,blues,r&b/soul,hip hop,r&b/soul
TRAZQIG128F146372E,SOFZYKR12A6D4F72A5,ARLAUED1187B9ACEAF,Eric Clapton,Floating Bridge,blues,r&b/soul,hip hop,hip hop
TRQUJCP128F4238206,SOICNJH12A81C22263,ARLAUED1187B9ACEAF,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,r&b/soul,hip hop,hip hop
TRIDJMD128E078B984,SOWGAGY12A6701F305,ARN0YZ71187B9BA57B,Michael Bublé,That's All (Album Version),classical,r&b/soul,hip hop,pop
TRYRCXF128F424183D,SOWXYFO12A8AE46AD3,ARGVJPK1187B9909EA,Josh Groban,America (Revised Live Version),classical,r&b/soul,hip hop,hip hop
TRDQLTF128E0787809,SODUTDM12A67020476,ARGVJPK1187B9909EA,Josh Groban,Broken Vow (Album Version),classical,r&b/soul,hip hop,r&b/soul
TRUAAEQ128F423C52D,SOGDUMI12A8AE45417,ARGVJPK1187B9909EA,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,pop,reggae,hip hop
TRYGDNA128E078780C,SOWLNSE12A67020479,ARGVJPK1187B9909EA,Josh Groban,Hymne A L'Amour (Album Version),classical,reggae,hip hop,hip hop
TRDFTPP128F427550C,SOWOPHG12A8C13DB44,ARGVJPK1187B9909EA,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,hip hop,pop,country
TRRBWRX128F423C535,SOBFGZA12A8AE4542A,ARGVJPK1187B9909EA,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,r&b/soul,hip hop,hip hop
TRJSTLV128F4241832,SOHCDYF12A58A7C604,ARGVJPK1187B9909EA,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,reggae,folk,reggae
TRBRHPE128E0787803,SOJCMKN12A67020471,ARGVJPK1187B9909EA,Josh Groban,My Confession (Album Version),classical,hip hop,hip hop,r&b/soul
TRLJSTZ128F4241831,SOTEXNI12A8AE46AAE,ARGVJPK1187B9909EA,Josh Groban,Oceano (Revised Live Version),classical,hip hop,folk,hip hop
TRGURIJ128E078780B,SORUSFO12A67020478,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Album Version),classical,r&b/soul,pop,hip hop
TRYKKOX128F4241839,SOEIAOV12A8AE46AC4,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Revised Live Version),classical,r&b/soul,pop,hip hop
TRUVBEG128F92F0B48,SORJUAX12AB017CB28,ARGVJPK1187B9909EA,Josh Groban,Smile,classical,r&b/soul,hip hop,pop
TRJBNZG128EF35A1AA,SOMYGPN12A6D4F7E28,ARGVJPK1187B9909EA,Josh Groban,Solo Por Ti (Album Version),classical,pop,reggae,hip hop
TRPJAPP128EF35A1AC,SOAGVMD12A6D4F7E2A,ARGVJPK1187B9909EA,Josh Groban,Un Giorno Per Noi (Album Version),classical,hip hop,pop,folk
TRUDTXB128F423C537,SOGQZMP12A8AE4542F,ARGVJPK1187B9909EA,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,r&b/soul,hip hop,hip hop
TRMVVDP128E0787806,SOTQRPK12A67020473,ARGVJPK1187B9909EA,Josh Groban,When You Say You Love Me (Album Version),classical,r&b/soul,hip hop,r&b/soul
TRIEQWR128E078780D,SOULFRO12A6702047A,ARGVJPK1187B9909EA,Josh Groban,You Raise Me Up (Album Version),classical,r&b/soul,hip hop,hip hop
TRBEYYM128F1493C56,SOKMZQL12A58A76B19,ARGVJPK1187B9909EA,Josh Groban,Believe (Album Version),classical,r&b/soul,hip hop,pop
TRPITXR128F427FA1B,SOEEMLZ12A8C136C5C,ARH861H1187B9B799E,Johnny Cash,Away In A Manger,classical,r&b/soul,hip hop,hip hop
TRGFMUJ128F423C52F,SOKABLD12D021991AC,ARGVJPK1187B9909EA,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,hip hop,folk,hip hop
TRGVTSO12903CABC19,SOPPSEF12AB018ADD4,ARFM3UU1187B994C88,David Crowder*Band,All Around Me,classical,r&b/soul,hip hop,hip hop
TRJGMSL128F4230A6C,SOWYWPP12A81C20850,ARPBTRI1187FB52457,The Game,Black Opera,classical,r&b/soul,hip hop,r&b/soul
TRBGUUE128F1494FB6,SOGDJWU12A58A7DA10,ARJA1841187FB3A029,David Bowie,Baal's Hymn,classical,r&b/soul,hip hop,hip hop
TREPYPE128F92EB38C,SOBAQGA12AB017C9F2,ARNJ9LU1187B9A56A6,Il Divo,Adagio,classical,hip hop,hip hop,folk
TRGZRPJ128F92EF7E2,SOJBCHJ12A8C140942,ARNJ9LU1187B9A56A6,Il Divo,Adeste Fideles,classical,hip hop,hip hop,latin
TRGXTYR128F42ACF5F,SOJILSK12A8C13F427,ARNJ9LU1187B9A56A6,Il Divo,All By Myself (Solo Otra Vez),classical,latin,latin,reggae
TRVXXVG128F933AB88,SOHGPTR12AB01874F5,ARNJ9LU1187B9A56A6,Il Divo,Amazing Grace,classical,r&b/soul,hip hop,hip hop
TRLFGML128F92EB391,SOMZKFD12AB017CA0C,ARNJ9LU1187B9A56A6,Il Divo,Angelina,classical,hip hop,hip hop,latin
TRVFSWI128F42ACE94,SOJZKPG12A8C13F9E0,ARNJ9LU1187B9A56A6,Il Divo,Ave Maria,classical,pop,reggae,hip hop
TRMKTUF128F42BC140,SOLHDOP12A8C13FB24,ARNJ9LU1187B9A56A6,Il Divo,Caruso,classical,hip hop,folk,pop
TRXNYOZ128F42BC146,SOBTJJR12A8C13FB29,ARNJ9LU1187B9A56A6,Il Divo,Come Primavera,classical,pop,reggae,reggae
TRYFLQK128F92EF7F1,SOOVZJZ12A8C1399B9,ARNJ9LU1187B9A56A6,Il Divo,Dentro Un Altro Si,classical,hip hop,hip hop,folk
TRRWCOL128F42AD05D,SOOZNYR12A8C13D9F7,ARNJ9LU1187B9A56A6,Il Divo,En Aranjuez Con Tu Amor,classical,hip hop,hip hop,latin
TRVRPTI128F92EB390,SOCREBZ12AB017CA05,ARNJ9LU1187B9A56A6,Il Divo,Enamorado,classical,hip hop,reggae,latin
TRGRNWU128F42AE46D,SOLRRGS12A8C13FD5A,ARNJ9LU1187B9A56A6,Il Divo,Esisti Dentro Me,classical,latin,reggae,latin
TRNXWLK128F92EC9A7,SOVINFL12A8C139286,ARNJ9LU1187B9A56A6,Il Divo,Everytime I Look At You,classical,r&b/soul,hip hop,hip hop
TRITOVK128F92EC9A0,SOCVWFF12A8C13B6EE,ARNJ9LU1187B9A56A6,Il Divo,Feelings,classical,jazz,jazz,hip hop
TRRLVOI128F92EB38D,SOKINKK12AB017C9F6,ARNJ9LU1187B9A56A6,Il Divo,Hallelujah (Aleluya),classical,hip hop,hip hop,latin
TRHPPNF128F42ACFA9,SOCXAJQ12A8C13FD4E,ARNJ9LU1187B9A56A6,Il Divo,Hasta Mi Final,classical,hip hop,reggae,hip hop
TRUXYDP128F93234BD,SOYGKHG12AB01804C8,ARS54I31187FB46721,Taylor Swift,Crazier,country,r&b/soul,hip hop,r&b/soul
TRKVVVK12903CB592C,SODUDUN12AB018CCAB,ARS54I31187FB46721,Taylor Swift,Fifteen,country,r&b/soul,hip hop,hip hop
TRUVVME12903CBA350,SORRBVQ12A58A7AA33,ARS54I31187FB46721,Taylor Swift,Change,country,r&b/soul,hip hop,electronic
TRZGWCY12903CEF521,SOVMMRT12D021B2E6E,ARHATLI1187FB52C76,Toby Keith,You Can't Read My Mind,country,r&b/soul,hip hop,hip hop
TRMAVQT128F4270DBF,SOLJTVT12A58A79F96,ARH861H1187B9B799E,Johnny Cash,Man In White,country,r&b/soul,hip hop,hip hop
TRWVEDL128F4293EA3,SOOVRMN12AF72A0933,AR7ZFLN1187FB4830A,Rascal Flatts,Holes,country,r&b/soul,hip hop,hip hop
TRTVVYX128F9328DBA,SOMKEYV12AF72A20B2,ARFL99B1187B9A2A45,Sugarland,Baby Girl,country,r&b/soul,hip hop,hip hop
TRTGPPK128F1459DD4,SOIHEED12A6D4F5E36,AR4DW2Q1187FB44DB6,Billy Currington,Growin' Up Down There,country,r&b/soul,hip hop,hip hop
TRHUIRM128F426BFD5,SOMDWHQ12A6D4F5E30,AR4DW2Q1187FB44DB6,Billy Currington,Hangin' Around,country,r&b/soul,hip hop,r&b/soul
TRJNTQQ128F426BFD0,SOVXWMI12A8C13B667,AR4DW2Q1187FB44DB6,Billy Currington,Here I Am,country,r&b/soul,hip hop,hip hop
TRZJCNT128F426BFCC,SOWNWBW12A8C13B65E,AR4DW2Q1187FB44DB6,Billy Currington,She's Got A Way With Me,country,r&b/soul,hip hop,hip hop
TRPZEWS128F92F585E,SOOSFVL12AB018253F,AR4DW2Q1187FB44DB6,Billy Currington,That's How Country Boys Roll,country,r&b/soul,pop,hip hop
TRYPBLE128F1459DD1,SOKHXYG12A6D4F5E33,AR4DW2Q1187FB44DB6,Billy Currington,Where The Girls Are,country,r&b/soul,hip hop,hip hop
TRKVITQ128F4271B31,SOVALXP12D021B3DA8,ARH861H1187B9B799E,Johnny Cash,Daddy Sang Bass,country,r&b/soul,hip hop,hip hop
TRGZDBB128F4270A4C,SOLWDNH12D021B2402,ARH861H1187B9B799E,Johnny Cash,I Don't Know Where I'm Bound,country,hip hop,hip hop,r&b/soul
TRMBNRH12903D02C23,SOWLYYP12D0219044F,ARH861H1187B9B799E,Johnny Cash,I Was There When It Happened,country,r&b/soul,hip hop,hip hop
TRBXYKU128F427915D,SOEXZQP12D021B0F1D,ARH861H1187B9B799E,Johnny Cash,The Big Battle,country,r&b/soul,hip hop,hip hop
TRFRXGD128F42717FF,SOHCAKG12A8BED7973,ARH861H1187B9B799E,Johnny Cash,A Thing Called Love,country,r&b/soul,pop,hip hop
TRYIYFG128F42603CC,SOOUGLY12A8BEE954A,ARH861H1187B9B799E,Johnny Cash,You Dreamer You,country,r&b/soul,hip hop,r&b/soul
TRQHDNY128F92E3A01,SOOFVUE12AB017B824,ARH861H1187B9B799E,Johnny Cash,I Walk The Line,country,r&b/soul,hip hop,hip hop
TRGCHXM128F429CBB9,SOKDAHN12A8C13F938,ARH861H1187B9B799E,Johnny Cash,Life's Railway To Heaven,country,r&b/soul,pop,hip hop
TRSJGNV128F92F4124,SODVCJH12AF72A4A08,AR3ETJY1187B98ED15,Darius Rucker,If I Had Wings,country,hip hop,r&b/soul,hip hop
TRHTOYT128F429FEF4,SOVZHIK12A8C1349BD,ARNNM56119B86686EA,Luke Bryan,Pray About Everything,country,punk,r&b/soul,r&b/soul
TRCFFVR128F145D6DF,SOYPMDY12A6D4F77DE,AR95IYB1187FB3FE0B,Keith Urban,Your Everything,country,r&b/soul,hip hop,hip hop
TRQSGEL128F4242DFC,SOAXCEO12CF5F873BF,ARHATLI1187FB52C76,Toby Keith,A Little Too Late,country,r&b/soul,pop,punk
TRAIMRN128E0791E72,SOAOYPN12CF52D3231,ARHATLI1187FB52C76,Toby Keith,Who's Your Daddy?,country,r&b/soul,hip hop,hip hop
TRRSVGD128F4242DDC,SORPIQY12A8C13632E,ARHATLI1187FB52C76,Toby Keith,A Woman's Touch,country,r&b/soul,hip hop,pop
TRTXHKL128F4242DD9,SOROSTR12A8C136324,ARHATLI1187FB52C76,Toby Keith,Big Ol' Truck,country,hip hop,r&b/soul,pop
TRADETN128F148CF19,SOEKKYB12A6D4F81D4,ARHATLI1187FB52C76,Toby Keith,Blue Bedroom,country,r&b/soul,hip hop,hip hop
TRKKXKG128E0791E74,SOJRPQW12B0B808689,ARHATLI1187FB52C76,Toby Keith,It's All Good,country,r&b/soul,hip hop,hip hop
TRSSUAV128F148D60F,SOLBJPX12A6D4F901D,ARHATLI1187FB52C76,Toby Keith,Sweet,country,r&b/soul,hip hop,hip hop
TRFROET128F148CF1F,SOPBTRI12A6D4F81DA,ARHATLI1187FB52C76,Toby Keith,You Shouldn't Kiss Me Like This,country,r&b/soul,hip hop,hip hop
TRFHVTT12903CF7CD9,SOBAAFP12D02198DCD,ARFR3E51187B9A0A85,Sara Evans,A Real Fine Place To Start,country,r&b/soul,hip hop,pop
TRXZNNF12903CA6F9B,SOWEIIN12AB018066C,ARO4WQR1187B9B9825,Kenny Rogers,Endless love,country,r&b/soul,hip hop,hip hop
TRTSAUB128E07859FC,SOGBBSX12A6701E426,ARV9LSS1187B98C471,Blake Shelton,Love Gets In The Way (Album Version),country,r&b/soul,hip hop,hip hop
